"Participant_ID","Condition","RT"
1,"Condition_1",1.4786507988409
1,"Condition_1",1.49512054590298
1,"Condition_1",1.5062707912793
1,"Condition_1",1.56198725863577
1,"Condition_1",1.50896660759028
1,"Condition_1",1.51273230094066
1,"Condition_1",1.55401804845695
1,"Condition_1",1.60550917175618
1,"Condition_1",1.54156232610936
1,"Condition_1",1.45121031595521
1,"Condition_1",1.49428426252976
1,"Condition_1",1.47032711735815
1,"Condition_1",1.38330604901948
1,"Condition_1",1.53076011279806
1,"Condition_1",1.36439053359158
1,"Condition_1",1.70431609215792
1,"Condition_1",1.64047305275828
1,"Condition_1",1.54559287069756
1,"Condition_1",1.45752247279006
1,"Condition_1",1.51572273478729
1,"Condition_1",1.54048372554242
1,"Condition_1",1.53561125825576
1,"Condition_1",1.45198960093803
1,"Condition_1",1.60825457616594
1,"Condition_1",1.58015840028211
1,"Condition_1",1.42168352992861
1,"Condition_1",1.48029390177323
1,"Condition_1",1.43852969472358
1,"Condition_1",1.51166454711646
1,"Condition_1",1.41688011629143
1,"Condition_1",1.48926849363793
1,"Condition_1",1.55463570774939
1,"Condition_1",1.43785754712752
1,"Condition_1",1.39062114041204
1,"Condition_1",1.37570174333047
1,"Condition_1",1.39785366830189
1,"Condition_1",1.48588684645517
1,"Condition_1",1.45919653806778
1,"Condition_1",1.36720468662618
1,"Condition_1",1.51213464912486
1,"Condition_1",1.49130820919814
1,"Condition_1",1.41813921885452
1,"Condition_1",1.45917058871406
1,"Condition_1",1.39478306509576
1,"Condition_1",1.48394570912468
1,"Condition_1",1.41048734957649
1,"Condition_1",1.40084681238333
1,"Condition_1",1.47759755007649
1,"Condition_1",1.27443130469699
1,"Condition_1",1.68619505159138
1,"Condition_2",1.51732116806709
1,"Condition_2",1.47672561215951
1,"Condition_2",1.54370591229043
1,"Condition_2",1.39079687540513
1,"Condition_2",1.41765294813083
1,"Condition_2",1.27385707321294
1,"Condition_2",1.4927496823391
1,"Condition_2",1.44560311689309
1,"Condition_2",1.61628907145275
1,"Condition_2",1.61311259020612
1,"Condition_2",1.36768585662598
1,"Condition_2",1.60176940102331
1,"Condition_2",1.32031216214426
1,"Condition_2",1.42638328990518
1,"Condition_2",1.4278779216242
1,"Condition_2",1.33582840575605
1,"Condition_2",1.45005342666448
1,"Condition_2",1.50406234631039
1,"Condition_2",1.37452152625028
1,"Condition_2",1.56793231112361
1,"Condition_2",1.6043675453199
1,"Condition_2",1.45660219095576
1,"Condition_2",1.70858966409105
1,"Condition_2",1.56495467955103
1,"Condition_2",1.55890810421098
1,"Condition_2",1.37877145986942
1,"Condition_2",1.47649190124319
1,"Condition_2",1.37476774488099
1,"Condition_2",1.47384605259923
1,"Condition_2",1.39767446033074
1,"Condition_2",1.4765209067991
1,"Condition_2",1.47359512576882
1,"Condition_2",1.47390570886556
1,"Condition_2",1.62179650503647
1,"Condition_2",1.35390868306148
1,"Condition_2",1.39038112906284
1,"Condition_2",1.69867982845693
1,"Condition_2",1.38783072022161
1,"Condition_2",1.43697137100087
1,"Condition_2",1.37090246484507
1,"Condition_2",1.42883270602973
1,"Condition_2",1.40751298559757
1,"Condition_2",1.30611958853046
1,"Condition_2",1.5047698047608
1,"Condition_2",1.48056137634046
1,"Condition_2",1.49433633194438
1,"Condition_2",1.43164880872374
1,"Condition_2",1.49077589477161
1,"Condition_2",1.48343245330346
1,"Condition_2",1.59403614562511
