"Participant_ID","Condition","RT"
10,"Condition_1",1.46652512441672
10,"Condition_1",1.43596769121091
10,"Condition_1",1.49974932818937
10,"Condition_1",1.44506280243186
10,"Condition_1",1.46756525347632
10,"Condition_1",1.52473906811803
10,"Condition_1",1.56491386021366
10,"Condition_1",1.42037917173179
10,"Condition_1",1.53770819363723
10,"Condition_1",1.55603102333591
10,"Condition_1",1.56385730140751
10,"Condition_1",1.47315212824352
10,"Condition_1",1.63025751421839
10,"Condition_1",1.52605310332049
10,"Condition_1",1.43997522092292
10,"Condition_1",1.41510711860362
10,"Condition_1",1.42252513014041
10,"Condition_1",1.55916457202837
10,"Condition_1",1.41928429959449
10,"Condition_1",1.53653422781657
10,"Condition_1",1.51850401600851
10,"Condition_1",1.57683142821109
10,"Condition_1",1.5779570895747
10,"Condition_1",1.54746476216464
10,"Condition_1",1.36352790928629
10,"Condition_1",1.55528561545388
10,"Condition_1",1.36989856987297
10,"Condition_1",1.6468838734377
10,"Condition_1",1.4457912764405
10,"Condition_1",1.62453621988111
10,"Condition_1",1.47649001027932
10,"Condition_1",1.67365464749968
10,"Condition_1",1.51186550962707
10,"Condition_1",1.52694781033472
10,"Condition_1",1.6961125354902
10,"Condition_1",1.54156614060219
10,"Condition_1",1.45264843025712
10,"Condition_1",1.5658689476198
10,"Condition_1",1.42260868552324
10,"Condition_1",1.65366826845459
10,"Condition_1",1.62360963748231
10,"Condition_1",1.39515197910767
10,"Condition_1",1.53987563460055
10,"Condition_1",1.69587465270429
10,"Condition_1",1.45499003444302
10,"Condition_1",1.44847320812114
10,"Condition_1",1.57673045400854
10,"Condition_1",1.43838545698319
10,"Condition_1",1.27263486916241
10,"Condition_1",1.49371209359807
10,"Condition_2",1.58835998023
10,"Condition_2",1.60626500549991
10,"Condition_2",1.63755375983596
10,"Condition_2",1.45456628895111
10,"Condition_2",1.48082834559737
10,"Condition_2",1.50237496424399
10,"Condition_2",1.51548563606766
10,"Condition_2",1.4899686551381
10,"Condition_2",1.60801375732881
10,"Condition_2",1.34140531162356
10,"Condition_2",1.52888348334209
10,"Condition_2",1.41767410785875
10,"Condition_2",1.6851379767285
10,"Condition_2",1.34162012893648
10,"Condition_2",1.71451388223828
10,"Condition_2",1.50235386512313
10,"Condition_2",1.39081873746994
10,"Condition_2",1.62457809716578
10,"Condition_2",1.49770171257475
10,"Condition_2",1.4534559306645
10,"Condition_2",1.51098428141684
10,"Condition_2",1.24826498134039
10,"Condition_2",1.54656650684181
10,"Condition_2",1.46374328515349
10,"Condition_2",1.45363147027476
10,"Condition_2",1.40143764970427
10,"Condition_2",1.47909815953865
10,"Condition_2",1.63700340898084
10,"Condition_2",1.51732108071275
10,"Condition_2",1.52303971703639
10,"Condition_2",1.39393241147747
10,"Condition_2",1.58624769372577
10,"Condition_2",1.59852315087959
10,"Condition_2",1.30084014092796
10,"Condition_2",1.54360423789907
10,"Condition_2",1.49854753210665
10,"Condition_2",1.5371084893947
10,"Condition_2",1.65130624255844
10,"Condition_2",1.481195243834
10,"Condition_2",1.63810916947001
10,"Condition_2",1.60179491380275
10,"Condition_2",1.53292102496813
10,"Condition_2",1.37199243278539
10,"Condition_2",1.4502573449027
10,"Condition_2",1.83821670603744
10,"Condition_2",1.61105726696325
10,"Condition_2",1.57705294021412
10,"Condition_2",1.51625592460231
10,"Condition_2",1.53595005557474
10,"Condition_2",1.60338752625379
