"Participant_ID","Condition","RT"
5,"Condition_1",1.3046880139551
5,"Condition_1",1.50822059854379
5,"Condition_1",1.27583312684565
5,"Condition_1",1.54481423989542
5,"Condition_1",1.57854813656023
5,"Condition_1",1.40066958929219
5,"Condition_1",1.52127573895363
5,"Condition_1",1.54261630934766
5,"Condition_1",1.27376531598894
5,"Condition_1",1.54527807182937
5,"Condition_1",1.43460335193944
5,"Condition_1",1.50218016245821
5,"Condition_1",1.4991417045273
5,"Condition_1",1.53469243110048
5,"Condition_1",1.30463997034075
5,"Condition_1",1.52266892433375
5,"Condition_1",1.57128956555654
5,"Condition_1",1.56816572008053
5,"Condition_1",1.47205401629906
5,"Condition_1",1.31064896205223
5,"Condition_1",1.68090458271195
5,"Condition_1",1.67177540561765
5,"Condition_1",1.60328548741206
5,"Condition_1",1.5887261162542
5,"Condition_1",1.49925695088041
5,"Condition_1",1.53486256249249
5,"Condition_1",1.50630734400797
5,"Condition_1",1.57912230287252
5,"Condition_1",1.56316476356911
5,"Condition_1",1.41292403619776
5,"Condition_1",1.56700353668113
5,"Condition_1",1.53310237788039
5,"Condition_1",1.51590776569358
5,"Condition_1",1.53607284637304
5,"Condition_1",1.49915649359736
5,"Condition_1",1.52605644642493
5,"Condition_1",1.47970809472278
5,"Condition_1",1.66260843589257
5,"Condition_1",1.52660938900557
5,"Condition_1",1.58521320000523
5,"Condition_1",1.53689295110511
5,"Condition_1",1.3092501368754
5,"Condition_1",1.59297041798279
5,"Condition_1",1.39435838889057
5,"Condition_1",1.56058150782983
5,"Condition_1",1.44076053933685
5,"Condition_1",1.47005446027415
5,"Condition_1",1.60512743938271
5,"Condition_1",1.63692609203418
5,"Condition_1",1.44433081504902
5,"Condition_2",1.43907326875119
5,"Condition_2",1.42749697818274
5,"Condition_2",1.35063316473484
5,"Condition_2",1.48575758237626
5,"Condition_2",1.24449544999434
5,"Condition_2",1.53560858182976
5,"Condition_2",1.32615964529556
5,"Condition_2",1.35226017394723
5,"Condition_2",1.55675120760295
5,"Condition_2",1.47857452962202
5,"Condition_2",1.48846419725207
5,"Condition_2",1.48460238946113
5,"Condition_2",1.50970061385858
5,"Condition_2",1.47141513808843
5,"Condition_2",1.52834071480629
5,"Condition_2",1.63061537169285
5,"Condition_2",1.51223065999121
5,"Condition_2",1.51173858006238
5,"Condition_2",1.57257713696881
5,"Condition_2",1.46504956189434
5,"Condition_2",1.57005901945608
5,"Condition_2",1.50473366989185
5,"Condition_2",1.40380650297931
5,"Condition_2",1.5354502196493
5,"Condition_2",1.45393277736137
5,"Condition_2",1.43571744227731
5,"Condition_2",1.47820047666816
5,"Condition_2",1.62181268041886
5,"Condition_2",1.46524194268616
5,"Condition_2",1.45895876234867
5,"Condition_2",1.40568698196882
5,"Condition_2",1.48787692052221
5,"Condition_2",1.38869482807501
5,"Condition_2",1.43275865064899
5,"Condition_2",1.41669932822868
5,"Condition_2",1.38439910697397
5,"Condition_2",1.44551529348492
5,"Condition_2",1.43976661168895
5,"Condition_2",1.47663543151515
5,"Condition_2",1.52696133845822
5,"Condition_2",1.39149343297146
5,"Condition_2",1.52329883986092
5,"Condition_2",1.42393290762627
5,"Condition_2",1.38786636738963
5,"Condition_2",1.59887804428173
5,"Condition_2",1.57958601204257
5,"Condition_2",1.3844226732944
5,"Condition_2",1.43578572077059
5,"Condition_2",1.38510841062002
5,"Condition_2",1.33857315682044
