"Participant_ID","Condition","RT"
4,"Condition_1",1.5038131066626
4,"Condition_1",1.52828725187251
4,"Condition_1",1.3731865864605
4,"Condition_1",1.45442446859179
4,"Condition_1",1.53195784317357
4,"Condition_1",1.59289741253777
4,"Condition_1",1.41230005687027
4,"Condition_1",1.57476289830127
4,"Condition_1",1.30287951726681
4,"Condition_1",1.39561783938577
4,"Condition_1",1.59068104480742
4,"Condition_1",1.44900510155871
4,"Condition_1",1.46313204660955
4,"Condition_1",1.5565764105343
4,"Condition_1",1.4037822160582
4,"Condition_1",1.4938629338433
4,"Condition_1",1.48605463031241
4,"Condition_1",1.71173074601294
4,"Condition_1",1.48923681712903
4,"Condition_1",1.44997965074213
4,"Condition_1",1.37902797827948
4,"Condition_1",1.445289997685
4,"Condition_1",1.58075303736364
4,"Condition_1",1.47011950579443
4,"Condition_1",1.50746178858499
4,"Condition_1",1.45814747921349
4,"Condition_1",1.34010431560681
4,"Condition_1",1.60860879149878
4,"Condition_1",1.42934965464665
4,"Condition_1",1.56736114394985
4,"Condition_1",1.33845347483189
4,"Condition_1",1.42589128955731
4,"Condition_1",1.25367463220079
4,"Condition_1",1.48190660849141
4,"Condition_1",1.5266013526051
4,"Condition_1",1.65617300549984
4,"Condition_1",1.46473678539049
4,"Condition_1",1.52624771528399
4,"Condition_1",1.41587801449629
4,"Condition_1",1.50637292569765
4,"Condition_1",1.55283131131588
4,"Condition_1",1.36090691314915
4,"Condition_1",1.63502037502667
4,"Condition_1",1.36973520092062
4,"Condition_1",1.55261543247692
4,"Condition_1",1.50819536045074
4,"Condition_1",1.6001566181204
4,"Condition_1",1.40557528710531
4,"Condition_1",1.4028932010918
4,"Condition_1",1.4790727878467
4,"Condition_2",1.41720700427335
4,"Condition_2",1.47954709935753
4,"Condition_2",1.38258626183877
4,"Condition_2",1.5996390083603
4,"Condition_2",1.5377315967966
4,"Condition_2",1.44155916101139
4,"Condition_2",1.43667046087297
4,"Condition_2",1.39254953937609
4,"Condition_2",1.56310760288345
4,"Condition_2",1.67857512069353
4,"Condition_2",1.61910073609742
4,"Condition_2",1.54806409102919
4,"Condition_2",1.49796686380524
4,"Condition_2",1.45188572521225
4,"Condition_2",1.62182062759595
4,"Condition_2",1.55535725429957
4,"Condition_2",1.36064002264303
4,"Condition_2",1.46337444536651
4,"Condition_2",1.50960661249784
4,"Condition_2",1.56570775610315
4,"Condition_2",1.31946908858387
4,"Condition_2",1.47268452504937
4,"Condition_2",1.55042155666745
4,"Condition_2",1.53696737943675
4,"Condition_2",1.35954345706511
4,"Condition_2",1.57794379833735
4,"Condition_2",1.49750138066309
4,"Condition_2",1.50950843641092
4,"Condition_2",1.60567884394266
4,"Condition_2",1.55593151315702
4,"Condition_2",1.50456723797024
4,"Condition_2",1.56883557850215
4,"Condition_2",1.50014677123648
4,"Condition_2",1.49091706246138
4,"Condition_2",1.38730372542988
4,"Condition_2",1.46019904667594
4,"Condition_2",1.5768799205641
4,"Condition_2",1.30239632919261
4,"Condition_2",1.57322337465308
4,"Condition_2",1.55394617088789
4,"Condition_2",1.46173623928848
4,"Condition_2",1.63313002863988
4,"Condition_2",1.44449496941776
4,"Condition_2",1.74199935494653
4,"Condition_2",1.41094607635601
4,"Condition_2",1.4934765756902
4,"Condition_2",1.50495027146775
4,"Condition_2",1.45670485914839
4,"Condition_2",1.52616237694718
4,"Condition_2",1.37075272861129
