"Participant_ID","Condition","RT"
6,"Condition_1",1.52892061706586
6,"Condition_1",1.49977334962752
6,"Condition_1",1.45390505557273
6,"Condition_1",1.51915862955591
6,"Condition_1",1.34813212233578
6,"Condition_1",1.52777456184964
6,"Condition_1",1.51738456927022
6,"Condition_1",1.44089536964229
6,"Condition_1",1.475039452522
6,"Condition_1",1.48736775858626
6,"Condition_1",1.79549918275886
6,"Condition_1",1.48013458722183
6,"Condition_1",1.47396640505843
6,"Condition_1",1.51427605525679
6,"Condition_1",1.48318530609191
6,"Condition_1",1.50776686671949
6,"Condition_1",1.33538268554128
6,"Condition_1",1.43177797738763
6,"Condition_1",1.25010929205964
6,"Condition_1",1.45693831554212
6,"Condition_1",1.53886315598615
6,"Condition_1",1.53768755483848
6,"Condition_1",1.50790930732326
6,"Condition_1",1.32113835399398
6,"Condition_1",1.56217618190032
6,"Condition_1",1.41502619234208
6,"Condition_1",1.4203218981328
6,"Condition_1",1.71649718278807
6,"Condition_1",1.34846210484784
6,"Condition_1",1.37119808042244
6,"Condition_1",1.43893466404046
6,"Condition_1",1.37328113386885
6,"Condition_1",1.39534677903091
6,"Condition_1",1.45865169665046
6,"Condition_1",1.66807307728753
6,"Condition_1",1.48402759751152
6,"Condition_1",1.53447504827436
6,"Condition_1",1.61018225183894
6,"Condition_1",1.37724330051463
6,"Condition_1",1.46261657088279
6,"Condition_1",1.55350251425651
6,"Condition_1",1.69014810369338
6,"Condition_1",1.3229714387782
6,"Condition_1",1.44579667101489
6,"Condition_1",1.48084635155966
6,"Condition_1",1.33761674930183
6,"Condition_1",1.5483467913567
6,"Condition_1",1.60068950062741
6,"Condition_1",1.32658486699048
6,"Condition_1",1.59148431564296
6,"Condition_2",1.43656069775732
6,"Condition_2",1.38701926688042
6,"Condition_2",1.57611240738507
6,"Condition_2",1.43019919864834
6,"Condition_2",1.54136591388676
6,"Condition_2",1.63577800269239
6,"Condition_2",1.52871579593697
6,"Condition_2",1.49458806058923
6,"Condition_2",1.52936466986076
6,"Condition_2",1.49285889344654
6,"Condition_2",1.45789725266622
6,"Condition_2",1.43704880381442
6,"Condition_2",1.50173666554673
6,"Condition_2",1.41602483098848
6,"Condition_2",1.53961047145373
6,"Condition_2",1.55698089813761
6,"Condition_2",1.36914428855906
6,"Condition_2",1.38058264464253
6,"Condition_2",1.36318891116366
6,"Condition_2",1.55103613002757
6,"Condition_2",1.49519427342734
6,"Condition_2",1.50457090846566
6,"Condition_2",1.42637606395945
6,"Condition_2",1.43480357147301
6,"Condition_2",1.53752378032299
6,"Condition_2",1.61007009644166
6,"Condition_2",1.51173554747518
6,"Condition_2",1.5577403561608
6,"Condition_2",1.53294629911103
6,"Condition_2",1.57837305275491
6,"Condition_2",1.56074989160041
6,"Condition_2",1.56606946784136
6,"Condition_2",1.47504623507622
6,"Condition_2",1.33921658642035
6,"Condition_2",1.46759734343466
6,"Condition_2",1.56884992709793
6,"Condition_2",1.32749958583899
6,"Condition_2",1.52172700128908
6,"Condition_2",1.67293925894598
6,"Condition_2",1.65500981594234
6,"Condition_2",1.58867322271886
6,"Condition_2",1.3573028388636
6,"Condition_2",1.61076007693936
6,"Condition_2",1.63625644448603
6,"Condition_2",1.34681451727935
6,"Condition_2",1.61925147802096
6,"Condition_2",1.24408323783259
6,"Condition_2",1.50694278307919
6,"Condition_2",1.45087047368175
6,"Condition_2",1.56186481858399
