"Participant_ID","Condition","RT"
9,"Condition_1",1.67809897793577
9,"Condition_1",1.5419106134094
9,"Condition_1",1.63738934939175
9,"Condition_1",1.60748880524629
9,"Condition_1",1.66095975416714
9,"Condition_1",1.43978981151985
9,"Condition_1",1.50989724838492
9,"Condition_1",1.51584282198305
9,"Condition_1",1.54424271032557
9,"Condition_1",1.60932251870449
9,"Condition_1",1.47783245908929
9,"Condition_1",1.35134953818926
9,"Condition_1",1.55422593941755
9,"Condition_1",1.49378926356356
9,"Condition_1",1.44457921411903
9,"Condition_1",1.43617066390203
9,"Condition_1",1.52801500549803
9,"Condition_1",1.30384901050084
9,"Condition_1",1.43698366017
9,"Condition_1",1.5212874755423
9,"Condition_1",1.39697936580521
9,"Condition_1",1.6362169624946
9,"Condition_1",1.50644251205486
9,"Condition_1",1.36941315140089
9,"Condition_1",1.53686581484167
9,"Condition_1",1.46047494414881
9,"Condition_1",1.73834033985047
9,"Condition_1",1.37036861796002
9,"Condition_1",1.38426069568607
9,"Condition_1",1.36246709368617
9,"Condition_1",1.3273009658769
9,"Condition_1",1.47983820181137
9,"Condition_1",1.32523091949361
9,"Condition_1",1.63549673161437
9,"Condition_1",1.5648388551497
9,"Condition_1",1.59140798020583
9,"Condition_1",1.55428146848735
9,"Condition_1",1.55358371292476
9,"Condition_1",1.49249718724637
9,"Condition_1",1.70223167086471
9,"Condition_1",1.549546920669
9,"Condition_1",1.65678880759116
9,"Condition_1",1.59307446664453
9,"Condition_1",1.58680335815396
9,"Condition_1",1.55289944483028
9,"Condition_1",1.40296257096928
9,"Condition_1",1.38324239305213
9,"Condition_1",1.50915486964645
9,"Condition_1",1.58103197899064
9,"Condition_1",1.4828839809792
9,"Condition_2",1.3223861684383
9,"Condition_2",1.52966413928528
9,"Condition_2",1.58700125012357
9,"Condition_2",1.53084036106095
9,"Condition_2",1.46472032337687
9,"Condition_2",1.59897487116851
9,"Condition_2",1.4365099269412
9,"Condition_2",1.53084813611525
9,"Condition_2",1.34489675752049
9,"Condition_2",1.35510298121426
9,"Condition_2",1.48896796207875
9,"Condition_2",1.52633585361128
9,"Condition_2",1.5965126881022
9,"Condition_2",1.4039482958515
9,"Condition_2",1.4235144184766
9,"Condition_2",1.4434091530761
9,"Condition_2",1.61003480063815
9,"Condition_2",1.54146026085318
9,"Condition_2",1.56834765226035
9,"Condition_2",1.45211272222547
9,"Condition_2",1.49365386342802
9,"Condition_2",1.6172842605953
9,"Condition_2",1.61891066326652
9,"Condition_2",1.39871738874422
9,"Condition_2",1.59054718419568
9,"Condition_2",1.58832751433327
9,"Condition_2",1.51009069231475
9,"Condition_2",1.48634366547665
9,"Condition_2",1.46109758029896
9,"Condition_2",1.6525072741903
9,"Condition_2",1.43740246271538
9,"Condition_2",1.50021185340399
9,"Condition_2",1.38694517745282
9,"Condition_2",1.54124283069598
9,"Condition_2",1.4279082448273
9,"Condition_2",1.5041451626838
9,"Condition_2",1.57843888201111
9,"Condition_2",1.43465622201461
9,"Condition_2",1.57110159315083
9,"Condition_2",1.60555241819914
9,"Condition_2",1.49913139307145
9,"Condition_2",1.62356653523444
9,"Condition_2",1.57674931798098
9,"Condition_2",1.71603418766772
9,"Condition_2",1.39931118235461
9,"Condition_2",1.52793820718056
9,"Condition_2",1.50750003104337
9,"Condition_2",1.4085662013171
9,"Condition_2",1.4854735062413
9,"Condition_2",1.51037969504143
